Position	Season	Name	WAR	playerid
OF	2000	Raul Mondesi	2.5	1314
OF	2001	Jose Cruz	1.9	1296
OF	2013	Moises Sierra	0.5	6050
OF	2015	Danny Valencia	0.7	6364
OF	2008	Vernon Wells	1	1326
OF	2006	Frank Catalanotto	2.6	1241
OF	2002	Shannon Stewart	3.2	1322
OF	2005	Frank Catalanotto	1.9	1241
OF	2012	Travis Snider	0	2830
OF	1997	Shannon Stewart	0.3	1322
OF	1995	Shawn Green	0.2	651
OF	1998	Shannon Stewart	3.1	1322
OF	2003	Frank Catalanotto	1.7	1241
OF	1992	Joe Carter	2.9	1002018
OF	2016	Jose Bautista	1.4	1887
OF	1998	Jose Canseco	1.3	1001918
OF	2014	Melky Cabrera	2.5	4022
OF	1999	Shannon Stewart	1.6	1322
OF	1997	Shawn Green	1.5	651
OF	1994	Joe Carter	0.4	1002018
OF	2004	Vernon Wells	4	1326
OF	2016	Michael Saunders	1.4	9981
OF	1999	Jose Cruz	2.5	1296
OF	1993	Devon White	5.4	1013862
OF	2001	Chris Latham	0.5	882
OF	2008	Travis Snider	0.4	2830
OF	2008	Alex Rios	5.5	2090
OF	1993	Joe Carter	2	1002018
OF	2014	John Mayberry	0	3390
OF	1996	Shawn Green	0.4	651
OF	2001	Raul Mondesi	1.8	1314
OF	2003	Reed Johnson	0.9	1702
OF	1994	Carlos Delgado	-0.5	1297
OF	2003	Shannon Stewart	0.7	1322
OF	1997	Orlando Merced	2.2	1393
OF	2000	Andy Thompson	0	1013000
OF	1993	Rob Butler	0.7	1001783
OF	2008	Joe Inglett	1.7	7254
OF	2000	Jose Cruz	2.3	1296
OF	2001	Vernon Wells	0.6	1326
OF	1996	Robert Perez	-0.6	1010186
OF	2009	Jose Bautista	1.8	1887
OF	1997	Rich Butler	0	1001782
OF	1995	Devon White	1.2	1013862
OF	1996	Juan Samuel	0.3	1011400
OF	1998	Jose Cruz	1.5	1296
OF	2005	Vernon Wells	3.1	1326
OF	2011	Eric Thames	0.6	3711
OF	1997	Jose Cruz	0.4	1296
OF	1996	Joe Carter	-0.6	1002018
OF	2010	Travis Snider	1.2	2830
OF	1994	Devon White	2.1	1013862
OF	1996	Jacob Brumfield	0.2	1001583
OF	2010	Fred Lewis	0.4	4693
OF	2009	Travis Snider	-0.2	2830
OF	1996	Otis Nixon	0.7	1009608
OF	2002	Jose Cruz	2.4	1296
OF	2002	Vernon Wells	1.4	1326
OF	2005	Reed Johnson	1.4	1702
OF	2008	Adam Lind	0	8027
OF	2009	Alex Rios	1	2090
OF	2014	Dalton Pompey	0.2	12797
OF	2004	Frank Catalanotto	0	1241
OF	2015	Ben Revere	0.3	4712
OF	2014	Colby Rasmus	0.9	9893
OF	1999	Brian McRae	-0.2	1008686
OF	2002	Raul Mondesi	-0.5	1314
OF	2004	Alex Rios	1.9	2090
OF	1993	Rickey Henderson	0.4	194
OF	2009	Joe Inglett	-0.1	7254
OF	1995	Joe Carter	-0.5	1002018
OF	1998	Felipe Crespo	-0.2	1002763
OF	2003	Bobby Kielty	-0.3	736
OF	1992	Devon White	5.9	1013862
OF	2009	Vernon Wells	-0.1	1326
OF	1992	Derek Bell	0.7	1000801
OF	1993	Darnell Coles	-0.9	1002436
OF	2015	Kevin Pillar	4.3	12434
OF	1995	Mike Huff	0.6	1006145
OF	2002	Jayson Werth	0.3	1327
OF	2004	Reed Johnson	0.5	1702
OF	1999	Anthony Sanders	-0.1	1011412
OF	2007	Vernon Wells	1.8	1326
OF	2005	Alex Rios	0.9	2090
OF	2013	Rajai Davis	1.1	3708
OF	2015	Ezequiel Carrera	0.2	9048
OF	2014	Kevin Pillar	0.7	12434
OF	2013	Melky Cabrera	-0.8	4022
OF	2005	Gabe Gross	-0.1	2184
OF	2016	Ezequiel Carrera	0.7	9048
OF	1997	Otis Nixon	0.5	1009608
OF	2014	Nolan Reimold	-0.1	3441
OF	2013	Anthony Gose	-0.4	5097
OF	2012	Rajai Davis	0.2	3708
OF	2000	Marty Cordova	-1.5	132
OF	2012	Colby Rasmus	0.9	9893
OF	2008	Kevin Mench	0	1261
OF	2010	DeWayne Wise	0.4	1554
OF	1997	Joe Carter	-1.4	1002018
OF	2012	Ben Francisco	-0.1	4677
OF	1999	Jacob Brumfield	0.2	1001583
OF	2011	Juan Rivera	-0.4	843
OF	2007	Adam Lind	0.3	8027
OF	2016	Kevin Pillar	3.2	12434
OF	1999	Patrick Lennon	-0.3	1007527
OF	2015	Dalton Pompey	0.2	12797
OF	2011	Corey Patterson	-0.1	300
OF	2003	Jayson Werth	0.1	1327
OF	2008	Shannon Stewart	-0.2	1322
OF	1999	Vernon Wells	-0.1	1326
OF	2016	Junior Lake	-0.1	4672
OF	2012	Eric Thames	-0.7	3711
OF	2004	Gabe Gross	-0.1	2184
OF	2007	Reed Johnson	-0.7	1702
OF	2012	Moises Sierra	-0.6	6050
OF	2004	Howie Clark	-0.5	1533
OF	2011	Adam Loewen	-0.1	2134
OF	2012	Anthony Gose	0.6	5097
OF	2014	Anthony Gose	1.3	5097
OF	1993	Willie Canate	0.1	1001904
OF	2008	Brad Wilkerson	-0.8	804
OF	2011	Rajai Davis	-0.5	3708
OF	1993	Turner Ward	-0.4	1013625
OF	2004	Dave Berg	-1.4	1288
OF	2011	Travis Snider	0	2830
OF	1998	Juan Samuel	-0.5	1011400
OF	1994	Darnell Coles	-0.2	1002436
OF	2008	Buck Coats	0.1	2945
OF	2006	Chad Mottola	-0.3	1315
OF	1993	Darrin Jackson	-0.8	1006296
OF	1995	Shannon Stewart	-0.2	1322
OF	2013	Kevin Pillar	0	12434
OF	2011	Mike McCoy	0.2	4583
OF	2013	Emilio Bonifacio	-0.4	4054
OF	2000	Chad Mottola	-0.1	1315
OF	2016	Melvin Upton Jr.	-0.3	5015
OF	1997	Ruben Sierra	-0.2	1099
OF	1997	Jacob Brumfield	-0.3	1001583
OF	2011	Mark Teahen	0	4511
OF	2015	Michael Saunders	-0.1	9981
OF	2000	Rob Ducey	-0.2	1003520
OF	2010	Mike McCoy	0.4	4583
OF	2004	Simon Pond	-0.4	1898
OF	2001	Brian Simmons	-0.3	1011979
OF	1997	Robert Perez	-0.3	1010186
OF	2010	Jeremy Reed	0	4730
OF	2002	DeWayne Wise	-0.5	1554
OF	2011	Colby Rasmus	-0.6	9893
OF	1995	Carlos Delgado	-0.7	1297
OF	2012	Mike McCoy	-0.1	4583
OF	1994	Rob Butler	-0.9	1001783
OF	2015	Jonathan Diaz	0	4142
OF	1996	Shannon Stewart	-0.3	1322
OF	2011	DeWayne Wise	-0.1	1554
OF	1995	Robert Perez	-0.3	1010186
OF	1999	Rob Butler	-0.2	1001783
OF	2009	Russ Adams	-0.2	4519
OF	1996	Mike Huff	-0.3	1006145
OF	2014	Darin Mastroianni	-0.1	7316
OF	2002	Brian Lesher	-0.2	1309
OF	2000	DeWayne Wise	-0.1	1554
OF	2016	Darrell Ceciliani	-0.5	9954
OF	2009	David Dellucci	-0.5	1402
OF	2002	Pedro Swann	-0.2	1323
OF	1994	Robert Perez	-0.1	1010186
OF	1994	Shawn Green	-0.7	651
OF	2014	Brad Glenn	-0.3	7392
OF	2014	Moises Sierra	-0.5	6050
OF	1992	Rob Ducey	-0.6	1003520
OF	1993	Shawn Green	-0.1	651
OF	1999	Curtis Goodwin	-0.1	1004863
OF	2000	Vernon Wells	-0.1	1326
OF	2004	Chad Hermansen	-0.2	991
OF	2011	Darin Mastroianni	-0.1	7316
OF	2014	Cole Gillespie	-0.1	5888
OF	2016	Dalton Pompey	0	12797
DH	2007	Joe Inglett	0.1	7254
DH	1992	Rance Mulliniks	0	1009309
DH	2007	John-Ford Griffin	0.1	2182
DH	2006	Adam Lind	0.5	8027
DH	2009	Randy Ruiz	1	2761
DH	2005	John-Ford Griffin	0.1	2182
DH	1994	Paul Molitor	3.4	1009040
DH	1993	Paul Molitor	4.8	1009040
DH	2012	Edwin Encarnacion	4.3	2151
DH	2002	Josh Phelps	1.5	1318
DH	2009	Adam Lind	3.3	8027
DH	1999	Craig Grebeck	0.2	1004982
DH	2004	Frank Menechino	2	931
DH	2015	Edwin Encarnacion	4.5	2151
DH	2014	Edwin Encarnacion	3.6	2151
DH	2013	Edwin Encarnacion	4	2151
DH	1992	Dave Winfield	3.8	1014127
DH	1999	David Segui	0.3	169
DH	1997	Juan Samuel	0.4	1011400
DH	2014	Adam Lind	1.5	8027
DH	2000	Brad Fullmer	1.6	13
DH	2007	Frank Thomas	1.8	255
DH	2016	Edwin Encarnacion	3.9	2151
DH	2013	Adam Lind	1.6	8027
DH	2006	Eric Hinske	1.1	1305
DH	1996	Carlos Delgado	1.6	1297
DH	2003	Josh Phelps	0.7	1318
DH	1998	Mike Stanley	1.2	1012416
DH	2002	Shannon Stewart	3.2	1322
DH	1993	Carlos Delgado	0	1297
DH	1998	Jose Canseco	1.3	1001918
DH	2006	Shea Hillenbrand	0.4	196
DH	1997	Shawn Green	1.5	651
DH	1995	Paul Molitor	1	1009040
DH	2011	Edwin Encarnacion	0.7	2151
DH	1997	Rich Butler	0	1001782
DH	1996	Juan Samuel	0.3	1011400
DH	2005	Eric Hinske	1.1	1305
DH	2001	Brad Fullmer	0.2	13
DH	2004	Bobby Estalella	-0.1	428
DH	2004	Frank Catalanotto	0	1241
DH	2005	Aaron Hill	1.4	6104
DH	2001	Tony Fernandez	0	1004002
DH	2005	Frank Menechino	0.4	931
DH	2008	Matt Stairs	-0.5	1384
DH	1999	Brian McRae	-0.2	1008686
DH	2006	Kevin Barker	-0.1	1019
DH	2012	Adam Lind	-0.1	8027
DH	2010	Adam Lind	-0.7	8027
DH	1999	Anthony Sanders	-0.1	1011412
DH	2004	Josh Phelps	-0.6	1318
DH	2014	Dan Johnson	-0.2	2167
DH	2000	Todd Greene	-0.2	1450
DH	2007	Russ Adams	-0.4	4519
DH	2009	Kevin Millar	-1.2	529
DH	2014	Nolan Reimold	-0.1	3441
DH	1999	Pat Borders	0.1	1068
DH	2000	Marty Cordova	-1.5	132
DH	2004	Eric Crozier	0	3011
DH	2008	Kevin Mench	0	1261
DH	2011	David Cooper	-0.1	7752
DH	1997	Joe Carter	-1.4	1002018
DH	2012	Ben Francisco	-0.1	4677
DH	2008	Frank Thomas	-0.2	255
DH	2011	Juan Rivera	-0.4	843
DH	1999	Geronimo Berroa	-0.2	1000900
DH	1999	Willie Greene	-0.9	1005015
DH	2011	Adam Loewen	-0.1	2134
DH	2006	Jason Phillips	-0.5	892
DH	1998	Juan Samuel	-0.5	1011400
DH	2008	Jose Bautista	0	1887
DH	2006	Chad Mottola	-0.3	1315
DH	1999	Dave Hollins	-0.6	1391
DH	1999	Kevin Witt	-0.3	362
DH	1997	Ruben Sierra	-0.2	1099
DH	2004	Simon Pond	-0.4	1898
DH	2010	J.P. Arencibia	-0.2	697
DH	1995	Carlos Delgado	-0.7	1297
DH	1999	Rob Butler	-0.2	1001783
DH	2009	Russ Adams	-0.2	4519
DH	2010	Randy Ruiz	-0.3	2761
DH	1999	Mark Dalesandro	-0.3	1002940
DH	2009	David Dellucci	-0.5	1402
DH	2002	Pedro Swann	-0.2	1323
DH	2014	Moises Sierra	-0.5	6050
DH	1993	Shawn Green	-0.1	651
DH	2008	Robinzon Diaz	-0.1	3248
DH	2016	Dalton Pompey	0	12797
SP	2006	Brian Tallet	0	1646
SP	2002	Mark Hendrickson	0.7	1574
SP	2015	Marcus Stroman	0.4	13431
SP	1998	Roy Halladay	0.3	1303
SP	1997	Roger Clemens	10.7	815
SP	2015	David Price	2.7	3184
SP	1998	Kelvim Escobar	2.1	1298
SP	2005	Roy Halladay	3.8	1303
SP	1997	Omar Daal	0.5	646
SP	2004	Gustavo Chacin	0.4	2060
SP	2010	Shawn Hill	0.5	1882
SP	1992	Juan Guzman	5.5	1005162
SP	1998	Roger Clemens	8.2	815
SP	1992	David Cone	0.9	1680
SP	2016	Francisco Liriano	0.8	3201
SP	2001	Roy Halladay	4	1303
SP	2009	Roy Halladay	7	1303
SP	2008	Roy Halladay	6.6	1303
SP	2011	Ricky Romero	2.2	3403
SP	1996	Juan Guzman	4.6	1005162
SP	2002	Roy Halladay	6.8	1303
SP	2012	Brandon Morrow	2.4	9346
SP	2016	Aaron Sanchez	3.9	11490
SP	2001	Kelvim Escobar	1.9	1298
SP	2016	J.A. Happ	3.2	7410
SP	2006	Roy Halladay	5.1	1303
SP	1995	Woody Williams	0.2	1190
SP	1996	Pat Hentgen	6	145
SP	2003	Roy Halladay	7	1303
SP	2015	Marco Estrada	1.8	1118
SP	2014	Marcus Stroman	3	13431
SP	1995	David Cone	2.9	1680
SP	2014	Mark Buehrle	3.1	225
SP	2008	Shaun Marcum	1.8	6204
SP	1994	Pat Hentgen	3.5	145
SP	2003	Josh Towers	0.7	1489
SP	2016	Marco Estrada	3	1118
SP	1992	Jimmy Key	2.7	1006885
SP	2011	Henderson Alvarez	0.8	5669
SP	2008	Jesse Litsch	2.2	3688
SP	2000	Joey Hamilton	0.5	328
SP	2015	Aaron Sanchez	0	11490
SP	2013	Chad Jenkins	0.1	10326
SP	2000	Frank Castillo	2	180
SP	2000	Esteban Loaiza	1.9	1310
SP	1995	Al Leiter	3	883
SP	2010	Shaun Marcum	3.6	6204
SP	2009	Marc Rzepczynski	0.8	6612
SP	1997	Pat Hentgen	3.8	145
SP	2004	Dave Bush	1.9	4635
SP	2005	Josh Towers	3.6	1489
SP	2014	R.A. Dickey	1.7	1245
SP	2007	Roy Halladay	5.1	1303
SP	2005	Gustavo Chacin	2.9	2060
SP	2010	Ricky Romero	3.7	3403
SP	2007	A.J. Burnett	2.3	512
SP	2015	Mark Buehrle	2.1	225
SP	2007	Jesse Litsch	0.6	3688
SP	2015	Daniel Norris	0.1	13475
SP	2016	Drew Hutchison	-0.1	10732
SP	1993	Pat Hentgen	2.1	145
SP	2015	R.A. Dickey	2	1245
SP	2007	Shaun Marcum	1.2	6204
SP	2003	Kelvim Escobar	3.3	1298
SP	2012	Chad Jenkins	0	10326
SP	1999	Roy Halladay	0.6	1303
SP	2006	A.J. Burnett	2.9	512
SP	1993	Juan Guzman	4.3	1005162
SP	2008	Scott Richmond	0.8	4307
SP	2008	A.J. Burnett	5.1	512
SP	1992	Jack Morris	3.7	1009211
SP	2004	Ted Lilly	3	833
SP	2007	Dustin McGowan	3.4	8600
SP	2001	Chris Carpenter	2.3	1292
SP	2000	David Wells	6.2	855
SP	2014	J.A. Happ	1.1	7410
SP	2013	Mark Buehrle	2.3	225
SP	2004	Roy Halladay	2.8	1303
SP	2013	R.A. Dickey	1.7	1245
SP	2010	Brett Cecil	2.5	2660
SP	2001	Brandon Lyon	1.1	1312
SP	2009	Ricky Romero	2.3	3403
SP	2005	Scott Downs	1.2	773
SP	2006	Ted Lilly	2.1	833
SP	2001	Chris Michalak	0.6	1415
SP	1997	Woody Williams	1.4	1190
SP	2008	Dustin McGowan	2.2	8600
SP	2016	Marcus Stroman	3.6	13431
SP	1999	Chris Carpenter	2.9	1292
SP	1998	Juan Guzman	1.5	1005162
SP	2013	Todd Redmond	0.7	9943
SP	1994	Todd Stottlemyre	1.7	75
SP	2005	Dave Bush	1.2	4635
SP	2009	Robert Ray	0.2	3359
SP	1993	Dave Stewart	0.9	1012519
SP	1998	Woody Williams	1.3	1190
SP	2016	R.A. Dickey	1	1245
SP	2014	Drew Hutchison	2.3	10732
SP	2010	Brandon Morrow	3.6	9346
SP	1993	Al Leiter	0.6	883
SP	2004	Ryan Glynn	-0.1	686
SP	2012	Carlos Villanueva	0.8	4138
SP	1992	Todd Stottlemyre	1.4	75
SP	2013	J.A. Happ	1.1	7410
SP	2012	J.A. Happ	1.1	7410
SP	2001	Steve Parris	0.1	1316
SP	2012	Drew Hutchison	0.5	10732
SP	1996	Woody Williams	0.8	1190
SP	2011	Jesse Litsch	0.3	3688
SP	1998	Chris Carpenter	2.6	1292
SP	2012	Kyle Drabek	-0.2	4359
SP	2003	Doug Davis	0.6	1244
SP	2011	Brandon Morrow	3.2	9346
SP	2006	Shaun Marcum	0.3	6204
SP	2011	Brett Cecil	0.3	2660
SP	2010	Kyle Drabek	0.2	4359
SP	2002	Pete Walker	1.2	1325
SP	1999	Pat Hentgen	1.9	145
SP	2000	Pete Munro	0.2	1546
SP	2012	Aaron Laffey	-0.1	6248
SP	1999	David Wells	3.9	855
SP	2012	Henderson Alvarez	0.3	5669
SP	2011	Zach Stewart	0.1	7397
SP	2015	Felix Doubront	0.4	1478
SP	2004	Miguel Batista	1.6	46
SP	2013	Esmil Rogers	0.4	6317
SP	1995	Paul Menhart	0.7	1008765
SP	1996	Scott Brow	-0.1	1001570
SP	1993	Todd Stottlemyre	2.9	75
SP	1996	Huck Flener	0.7	1004148
SP	1997	Juan Guzman	-0.2	1005162
SP	2006	Ty Taubenheim	0.2	5561
SP	2000	Lance Painter	0.3	1675
SP	1997	Chris Carpenter	1.2	1292
SP	2010	Marc Rzepczynski	0.4	6612
SP	2006	Gustavo Chacin	-0.4	2060
SP	2014	Dustin McGowan	0	8600
SP	1994	Al Leiter	2.5	883
SP	2001	Esteban Loaiza	2	1310
SP	2008	John Parrish	0.2	160
SP	2004	Josh Towers	1.1	1489
SP	1995	Pat Hentgen	2.5	145
SP	2011	Carlos Villanueva	1.1	4138
SP	1998	Pat Hentgen	0.7	145
SP	2006	Casey Janssen	0.9	7355
SP	2005	Pete Walker	-0.1	1325
SP	2007	Josh Towers	0.6	1489
SP	2002	Chris Carpenter	0.5	1292
SP	2010	Brad Mills	0	4420
SP	2000	Steve Trachsel	0.4	898
SP	2002	Justin Miller	0.5	1313
SP	2009	Brett Cecil	0.2	2660
SP	1996	Luis Andujar	0	1000267
SP	2011	Jo-Jo Reyes	0.9	5559
SP	2014	Daniel Norris	0	13475
SP	1996	Erik Hanson	3	1005333
SP	2009	Brian Tallet	1.5	1646
SP	2000	Kelvim Escobar	1.7	1298
SP	1995	Jeff Ware	0.2	1013626
SP	2015	Drew Hutchison	1.6	10732
SP	2013	Ramon Ortiz	-0.3	27
SP	2003	Mark Hendrickson	1.7	1574
SP	2008	David Purcey	0.5	8360
SP	2005	Ted Lilly	0.5	833
SP	1997	Robert Person	0.9	966
SP	2009	Scott Richmond	0.6	4307
SP	2010	Brian Tallet	-0.2	1646
SP	2007	Gustavo Chacin	-0.1	2060
SP	1992	Pat Hentgen	0.1	145
SP	2013	Brandon Morrow	-0.2	9346
SP	1994	Juan Guzman	1.8	1005162
SP	1992	Dave Stieb	0.3	1012532
SP	2011	Kyle Drabek	-0.2	4359
SP	2002	Esteban Loaiza	2.3	1310
SP	2012	Brett Cecil	0	2660
SP	2003	Cory Lidle	2.3	926
SP	2012	Ricky Romero	0.4	3403
SP	2010	Jesse Litsch	0	3688
SP	2007	Tomo Ohka	-0.1	788
SP	1999	Kelvim Escobar	2.2	1298
SP	2004	Justin Miller	0	1313
SP	2002	Luke Prokopec	-0.1	1320
SP	1994	Dave Stewart	0.8	1012519
SP	2001	Joey Hamilton	1.4	328
SP	2014	Brandon Morrow	0.2	9346
SP	1995	Edwin Hurtado	-0.1	1006227
SP	2002	Steve Parris	0.3	1316
SP	1993	Scott Brow	0	1001570
SP	1998	Erik Hanson	-0.3	1005333
SP	2006	Dustin McGowan	0.1	8600
SP	2014	Liam Hendriks	-0.2	3548
SP	2003	Tanyon Sturtze	-0.2	1230
SP	2003	Pete Walker	-0.1	1325
SP	2009	David Purcey	0.3	8360
SP	1993	Jack Morris	1.7	1009211
SP	2013	Josh Johnson	0.4	4567
SP	2009	Casey Janssen	0.1	7355
SP	2001	Pasqual Coco	0.1	1294
SP	1996	Paul Quantrill	0.3	669
SP	1995	Juan Guzman	1.8	1005162
SP	2011	Dustin McGowan	-0.1	8600
SP	1999	Joey Hamilton	0.9	328
SP	1992	David Wells	0	855
SP	2010	Dana Eveland	0	5508
SP	2000	Chris Carpenter	0.3	1292
SP	2013	Aaron Laffey	-0.1	6248
SP	2015	Todd Redmond	0	9943
SP	2002	Brandon Lyon	-0.4	1312
SP	2004	Pat Hentgen	-0.5	145
SP	2011	Luis Perez	0	6389
SP	1995	Danny Darwin	0	1002996
SP	1998	Dave Stieb	-0.3	1012532
SP	1997	Erik Hanson	0	1005333
SP	2013	Chien-Ming Wang	-0.1	2074
SP	1996	Frank Viola	-0.2	1013435
SP	1995	Giovanni Carrara	-0.3	643
SP	1997	Luis Andujar	-0.1	1000267
SP	1994	Brad Cornett	0.4	1002631
SP	2015	Scott Copeland	0.3	10706
SP	2005	Dustin McGowan	-0.2	8600
SP	1996	Marty Janzen	-0.5	1006362
SP	2011	Brad Mills	-0.1	4420
SP	2007	Josh Banks	0	5570
SP	2002	Mike Smith	-0.2	1479
SP	2000	Pasqual Coco	-0.1	1294
SP	2006	Francisco Rosario	0.1	2091
SP	2007	Ty Taubenheim	-0.1	5561
SP	2009	Jesse Litsch	-0.2	3688
SP	2012	Joel Carreno	-0.4	2746
SP	2006	Josh Towers	-0.6	1489
SP	2006	Scott Downs	0	773
SP	2002	Scott Eyre	0.1	1300
SP	2004	Jason Kershner	0	1566
SP	2003	Corey Thurman	-0.2	1324
SP	2012	Jesse Chavez	0	5448
SP	2004	Sean Douglass	-0.2	133
SP	1993	Doug Linton	0	1662
SP	1992	Doug Linton	-0.4	1662
SP	2000	Roy Halladay	-0.3	1303
SP	1999	Paul Spoljaric	-0.1	1012349
SP	2005	Chad Gaudin	-0.2	1783
SP	2013	Ricky Romero	-0.2	3403
SP	2002	Brian Cooper	-0.4	1295
SP	2009	Brad Mills	-0.3	4420
SP	2009	Brian Burres	0.1	3425
SP	1999	Pete Munro	-0.3	1546
SP	2015	Matt Boyd	-0.4	15440
SP	2002	Corey Thurman	0	1324
SP	1996	Jeff Ware	-0.4	1013626
SP	2007	Victor Zambrano	-0.5	1237
SP	1997	Huck Flener	-0.1	1004148
SP	2000	Clayton Andrews	-0.3	1000247
SP	1994	Paul Spoljaric	-0.2	1012349
SP	2003	John Wasdin	-0.2	1768
SP	2013	Sean Nolin	-0.1	11341
RP	1992	Todd Stottlemyre	0	75
RP	1992	David Cone	0.1	1680
RP	1993	Ken Dayley	0	1003097
RP	1999	Gary Glover	0	234
RP	2000	Frank Castillo	0	180
RP	2001	Brian Bowles	0.1	1290
RP	2004	Pat Hentgen	0	145
RP	2004	Frank Menechino	0	931
RP	2004	Brandon League	0.1	3731
RP	2005	Shaun Marcum	0.1	6204
RP	2006	Casey Janssen	0	7355
RP	2007	Jamie Vermilyea	0.1	5660
RP	2008	Roy Halladay	0.2	1303
RP	2008	Randy Wells	0	4535
RP	2009	Brett Cecil	0	2660
RP	2010	Taylor Buchholz	0	2168
RP	2010	Marc Rzepczynski	0.1	6612
RP	2011	Scott Richmond	0	4307
RP	2011	Mike McCoy	0	4583
RP	2011	Chad Beck	0.1	9258
RP	2011	P.J. Walters	0	9557
RP	2012	Shawn Hill	0	1882
RP	2014	Kyle Drabek	0.1	4359
RP	2014	Steve Tolleson	0	4450
RP	2015	Scott Copeland	0	10706
RP	2015	Rob Rasmussen	0	11250
RP	2016	R.A. Dickey	0	1245
RP	2016	Ryan Goins	0	9807
RP	2016	Joaquin Benoit	0.6	1437
RP	2005	Dustin McGowan	0.3	8600
RP	2015	Marco Estrada	0	1118
RP	2013	Jeremy Jeffress	0.1	9490
RP	2014	Aaron Sanchez	0.5	11490
RP	2011	Joel Carreno	0.2	2746
RP	2006	B.J. Ryan	2.7	168
RP	2003	Corey Thurman	0.1	1324
RP	1994	Danny Cox	0.5	1002695
RP	2008	John Parrish	0	160
RP	1999	Kelvim Escobar	0.1	1298
RP	2011	Carlos Villanueva	0.1	4138
RP	2002	Jason Kershner	0	1566
RP	2013	Sergio Santos	0.9	4734
RP	2008	Scott Downs	1.1	773
RP	1993	Todd Stottlemyre	0.2	75
RP	1997	Paul Quantrill	1.9	669
RP	1992	Duane Ward	2.4	1013609
RP	2013	Chad Jenkins	0	10326
RP	2012	Darren Oliver	1.1	206
RP	1992	Dave Stieb	0.2	1012532
RP	1993	Duane Ward	2.6	1013609
RP	2007	Jeremy Accardo	1.2	6428
RP	1995	Mike Timlin	1.3	1187
RP	2007	Scott Downs	1.1	773
RP	2008	Brandon League	0.1	3731
RP	1994	Todd Stottlemyre	0.3	75
RP	2002	Pete Walker	-0.1	1325
RP	2001	John Frascatore	-0.2	1004304
RP	2007	Lee Gronkiewicz	0	3508
RP	2008	Jesse Carlson	0.6	4391
RP	1992	Tom Henke	0.6	1005649
RP	2011	Casey Janssen	1.1	7355
RP	2007	Casey Janssen	0.9	7355
RP	1998	Chris Carpenter	0.2	1292
RP	2015	Aaron Sanchez	0.3	11490
RP	2010	Robert Ray	0	3359
RP	2008	Brian Wolfe	0.2	8515
RP	2013	Dustin McGowan	0.1	8600
RP	2013	Aaron Loup	0.7	10343
RP	2015	Brett Cecil	1.4	2660
RP	2009	Jason Frasor	1.4	1906
RP	1994	Tony Castillo	0.4	1002069
RP	1996	Huck Flener	0	1004148
RP	2006	Brandon League	0.6	3731
RP	1996	Tim Crabtree	1.4	1002715
RP	2012	Casey Janssen	1.1	7355
RP	2009	Jeremy Accardo	-0.1	6428
RP	2014	Chad Jenkins	0.1	10326
RP	2013	Casey Janssen	1.2	7355
RP	2005	Justin Speier	0.4	451
RP	2003	Brian Bowles	-0.1	1290
RP	2015	Roberto Osuna	1.3	13764
RP	1998	Paul Quantrill	1.6	669
RP	2000	Billy Koch	1.8	924
RP	2010	Scott Downs	1.1	773
RP	2012	Aaron Loup	0.9	10343
RP	2016	Roberto Osuna	1.8	13764
RP	1997	Luis Andujar	0	1000267
RP	1997	Carlos Almanzar	0	308
RP	1997	Kenny Robinson	0	1011074
RP	2014	Brett Cecil	1.1	2660
RP	1993	Mark Eichhorn	1	1003712
RP	1996	Paul Quantrill	0	669
RP	2015	LaTroy Hawkins	0.3	729
RP	2006	Scott Downs	0.5	773
RP	2009	Dirk Hayhurst	0.1	6010
RP	2013	Brett Cecil	0.9	2660
RP	1995	Edwin Hurtado	0.1	1006227
RP	1996	Marty Janzen	0.3	1006362
RP	1997	Mike Timlin	0.3	1187
RP	2008	Brian Tallet	0.7	1646
RP	2012	Brandon Lyon	0.4	1312
RP	1997	Kelvim Escobar	0.8	1298
RP	2003	Pete Walker	-0.2	1325
RP	2015	Liam Hendriks	1.5	3548
RP	2016	Ryan Tepera	0.1	10291
RP	2008	B.J. Ryan	0.8	168
RP	2011	Marc Rzepczynski	0.4	6612
RP	2011	Jason Frasor	0.3	1906
RP	2007	Brian Wolfe	0.2	8515
RP	2006	Justin Speier	1	451
RP	2005	Pete Walker	0.2	1325
RP	2010	Shawn Camp	0.2	1855
RP	1998	Shannon Withem	0	1014166
RP	2002	Mike Smith	0.1	1479
RP	2003	Doug Linton	-0.1	1662
RP	2009	Bryan Bullington	0	5066
RP	2013	Thad Weber	-0.1	8036
RP	1996	Dane Johnson	0.2	1006443
RP	2001	Paul Quantrill	1.7	669
RP	2016	Joseph Biagini	1.2	13194
RP	2012	Aaron Laffey	-0.2	6248
RP	1996	Paul Spoljaric	0.1	1012349
RP	2009	Scott Downs	0.8	773
RP	1995	Tim Crabtree	0.3	1002715
RP	2004	Miguel Batista	-0.1	46
RP	1993	Danny Cox	1.4	1002695
RP	2014	Aaron Loup	0.3	10343
RP	2003	Jason Kershner	0.5	1566
RP	2009	Bill Murphy	-0.1	4755
RP	2014	Rob Rasmussen	0	11250
RP	1997	Paul Spoljaric	0.7	1012349
RP	1995	Tony Castillo	0.6	1002069
RP	2013	Steve Delabar	1.3	11827
RP	2014	Todd Redmond	0.3	9943
RP	2012	Carlos Villanueva	-0.2	4138
RP	2005	Jason Frasor	0.6	1906
RP	2001	Bob File	0.1	1301
